Id,PostTypeId,Title,Body,Score,ViewCount,Tags
"313924","1","Project management to go with GitHub","<p>(EDIT: This question is now outdated for my particular issue, as Google Code supports git now and I've converted Protocol Buffers to Mercurial anyway. However, it's still of general interest, IMO.)</p>

<p>My <a href=""http://github.com/jskeet/dotnet-protobufs/tree/master"">C# Protocol Buffers Port</a> uses github for its source control, and I'm beginning to really enjoy using git. However, as far as I can tell, github doesn't provide any project management tools: defect and feature tracking, discussions, feature requests, docs etc. Given my affiliations, <a href=""http://code.google.com"">Google Code</a> would be a natural choice, but it would seem odd to create a project there but host the source on github.</p>

<p><a href=""http://stackoverflow.com/questions/39186/should-i-use-githubfogbugz-or-assembla"">This question about Fogbugz/Assembla</a> seems to mostly focus on the defect tracking. I was wondering what experiences others have had when it comes to a more ""complete"" project management solution. Does Fogbugz actually do everything I need? (Using a wiki for docs has its advantages, although I also want to be able to distribute documentation with the code.) Beyond the explicit features mentioned in the first paragraph, are there other project aspects I <em>should</em> be considering which I may have missed?</p>

<p>This will definitely stay an open source project, and although I'd rather not pay I don't mind if a small fee is required. Currently I'm the only developer, but that may change and there may very well be lots of people filing bugs and feature requests. (In other words, I  hope and expect it to be popular, but with me doing most of the work.)</p>

<p>Previously I've <em>contributed</em> to various open source projects, but haven't done much in the way of running a very visible and active one. (<a href=""http://pobox.com/~skeet/csharp/miscutil"">MiscUtil</a> is currently still ""hosted"" on my website, with occasional releases - the actual source control is on my local NAS.)</p>

<p>Anyone care to share their experiences?</p>

<p>EDIT: Another option I'm now considering is a Google Code project (I really would like to be loyal to my employer) and an occasional merge from git to svn (at the very least, every time I do a release). This would allow non-git users to get hold of the source easily too.</p>
","88","21272","<git><open-source><project-management><github><fogbugz>"
"332528","1","Is it possible to exclude specific commits when doing a git merge?","<p>Let's say that I want to merge from a release branch to the master branch and there are some commits in the release branch that I don't want to include in the master branch.  Is there a way to do the merge so that one or more of those commits will not be merged?</p>

<p>My strategy so far is to do the following (in master):</p>

<pre><code>git merge --no-commit release-branch
# Resolve conflicts and apply reverse patch of the commits that I don't want included
git commit # Edit commit message so that it lists the commits that have been reverse-patched
</code></pre>

<p>Is there a better way to do this?</p>
","43","25150","<git>"
"2505096","1","Cloning a private Github repo","<p>I have a private repository on Github for a project I'm working on.  Until now I had only worked on my home desktop, but I just bought a laptop, and am trying to set it up so that I can work on the project from either computer, and push / pull changes.  </p>

<p>I added a new SSH key to my Github account for the laptop, and was successful in cloning and making changes to a public test repo that I set up.  However, I couldn't clone the private repo.  Is there anything special I need to do in the command line in order to clone a private repo?  Do I need to set up a new GitHub account for my laptop and set myself up as a collaborator?</p>

<p>The command I used was <code>git clone git://github.com/myusername/reponame.git</code></p>
","76","66867","<git><github><private>"
"7318918","1","fatal: does not appear to be a git repository","<p>Why am I getting this error when my git repository url is correct?</p>

<p><img src=""http://i.stack.imgur.com/vy0JX.jpg"" alt=""fatal: &#39;git@skarp.beanstalkapp.com/gittest.git&#39; does not appear to be a git repository // fatal: The remote end hung up unexpectedly""></p>
","37","86809","<git><git-remote>"
"24294034","1","How do I push a local repo to Bitbucket using SourceTree without creating a repo on bitbucket first?","<p>Is there a way to import my local git repos to SourceTree and push them to my Bitbucket account, having new repos identical to my local repos be created on my account? Or do I have to make a repo online first and push to that? Github has a way to publish your local repos directly from it's client, and it creates it automatically when you publish, but it has limited private repos. I'm just doing homework so there's no reason for it to be public, hence why I'm trying to use bitbucket.</p>
","52","55328","<git><bitbucket>"
"392332","1","Retroactively Correct Authors with Git SVN?","<p>I have a repository which I have <em>already</em> cloned from SVN.  I've been doing some work in this repository in its Git form and I would hate to lose that structure by cloning again.  However, when I originally cloned the repository, I failed to correctly specify the <code>svn.authors</code> property (or a semantically-similar option).  Is there any way I can specify the SVN author mappings now that the repository is fully Git-ified?  Preferably, I would like to correct all of the old commit authors to represent the Git author rather than the raw SVN username.</p>
","46","8027","<svn><git><git-svn>"
"2573905","1","Do all git commands have a dry-run option?","<p>Do all git commands have a --dry-run option, or one which would indicate what the command would do without actually doing them?</p>
","41","26571","<git>"
"5032374","1","Accidentally pushed commit: change git commit message","<p>In my local repo I have one commit with an incorrect commit message.</p>

<p>I've already published the incorrect commit message with <code>git push</code>.</p>

<p>Now the remote repo (which is GitHub-hosted) has the incorrect commit message, too.</p>

<p>I've already tried <code>git commit --amend</code>, but found that it will not work for me in this situation because I've made additional commits since the incorrect one.</p>

<p>How would you fix this situation?</p>
","53","25822","<git><git-commit><amend>"
"9790448","1","How to update a pull request","<p>So I first forked a repo and then made a commit to that forked repo. I then opened a pull request. The pull request listed all the changes I wanted. This was great.</p>

<p>After reviewing my pull request, there were a number of changes that the repo owner wanted me to make before he accepted it. I have made those changes in my fork, now how do I update the pull request with those changes (or is this not how I should handle it?).</p>
","192","43421","<git><version-control><github>"
"2613525","1","What makes merging in DVCS easy?","<p>I read at <a href=""http://www.joelonsoftware.com/items/2010/03/17.html"" rel=""nofollow"">Joel on Software</a>:</p>

<blockquote>
  <p>With distributed version control, the
  distributed part is actually not the
  most interesting part.</p>
  
  <p>The interesting part is that these
  systems think in terms of changes, not
  in terms of versions.</p>
</blockquote>

<p>and at <a href=""http://hginit.com/00.html"" rel=""nofollow"">HgInit</a>:</p>

<blockquote>
  <p>When we have to merge, Subversion
  tries to look at both revisions—my
  modified code, and your modified
  code—and it tries to guess how to
  smash them together in one big unholy
  mess. It usually fails, producing
  pages and pages of “merge conflicts”
  that aren’t really conflicts, simply
  places where Subversion failed to
  figure out what we did.</p>
  
  <p>By contrast, while we were working
  separately in Mercurial, Mercurial was
  busy keeping a series of changesets.
  And so, when we want to merge our code
  together, Mercurial actually has a
  whole lot more information: it knows
  what each of us changed and can
  reapply those changes, rather than
  just looking at the final product and
  trying to guess how to put it
  together.</p>
</blockquote>

<p>By looking at the SVN's repository folder, I have the impression that Subversion is maintaining each revisions as <em>changeset</em>. And from what I know, Hg is using both <em>changeset</em> and <em>snapshot</em> while Git is purely using <em>snapshot</em> to store the data.</p>

<p>If my assumption is correct, then there must be other ways that make merging in DVCS easy. What are those?</p>

<p><strong>* Update:</strong>  </p>

<ul>
<li>I am more interested in the technical perspective, but answers from non-technical perspective are acceptable</li>
<li>Corrections:
<ol>
<li>Git's <em>conceptual</em> model is purely based on snapshots. The snapshots can be stored as diffs of other snapshots, it's just that the diffs are purely for storage optimization. – <a href=""http://stackoverflow.com/users/12166/rafal-dowgird"">Rafał Dowgird</a>'s <a href=""http://stackoverflow.com/questions/2613525/what-makes-merging-in-dvcs-easy#comment2626335_2613525"">comment</a>  </li>
</ol></li>
<li>From non-technical perspective:
<ol>
<li>It's simply cultural: a DVCS wouldn't work at all if merging were hard, so DVCS developers invest a lot of time and effort into making merging easy. CVCS users OTOH are used to crappy merging, so there's no incentive for the developers to make it work. (Why make something good when your users pay you equally well for something crap?)<br>
...<br>
To recap: the whole point of a DVCS is to have many decentralized repositories and constantly merge changes back and forth. Without good merging, a DVCS simply is useless. A CVCS however, can still survive with crappy merging, especially if the vendor can condition its users to avoid branching. – <a href=""http://stackoverflow.com/users/2988/"">Jörg W Mittag</a>'s <a href=""http://stackoverflow.com/questions/2613525/what-makes-merging-in-dvcs-easy#2613595"">answer</a></li>
</ol></li>
<li>From technical perspective:
<ol>
<li>recording a real DAG of the history does help! I think the main difference is that CVCS didn't always record a merge as a changeset with several parents, losing some information. – <a href=""http://stackoverflow.com/users/148532/tonfa"">tonfa</a>'s <a href=""http://stackoverflow.com/questions/2613525/what-makes-merging-in-dvcs-easy#comment2624709_2613595"">comment</a></li>
<li>because of <strong><em>merge tracking</em></strong>, and the more fundamental fact that <strong><em>each revisions knows its parents</em></strong>. ... When each revision (each commit), including merge commits, know its parents (for merge commits that means having/remembering more than one parent, i.e. merge tracking), you can reconstruct diagram (DAG = Direct Acyclic Graph) of revision history. If you know graph of revisions, you can find common ancestor of the commits you want to merge. And when your DVCS knows itself how to <strong><em>find common ancestor</em></strong>, you don't need to provide it as an argument, as for example in CVS.<br>
.<br>
Note that there might be more than one common ancestor of two (or more) commits. Git makes use of so called ""recursive"" merge strategy, which merges merge bases (common ancestor), till you are left with one virtual / effective common ancestor (in some simplification), and can the do simple 3-way merge. – <a href=""http://stackoverflow.com/users/46058/jakub-narebski"">Jakub Narębski</a>'s <a href=""http://stackoverflow.com/questions/2613525/what-makes-merging-in-dvcs-easy#2614937"">answer</a></li>
</ol></li>
</ul>

<p>Check as well <a href=""http://stackoverflow.com/questions/2471606/how-and-or-why-is-merging-in-git-better-than-in-svn"">How and/or why is merging in Git better than in SVN?</a></p>
","45","3379","<svn><git><version-control><mercurial><dvcs>"
